OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsMendCompat	TotPairsMendAndLogL	TotParsMendLoglAndRank	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
JSOES_May2024	90839-616	OtsPBT22-BonnTule-1106	OtsPBT22-BonnTule-0187	Bonneville	2022	0.255589	0.951000	9.296739	0.007769	0.416054	C_U_U	1467	1536	0	421	421	421	421	1	0	0	0	1	2	Ots_105407-117,Ots_brp16-64
JSOES_May2024	90839-617	OtsPBT22-SpCrTule-0709	OtsPBT22-SpCrTule-0485	Spring_Creek	2022	0.000000	0.000000	18.282687	0.984266	0.984266	C_Se_Se	526	503	0	7	7	7	7	1	0	6	0	0	0	---
JSOES_May2024	90839-618	OtsPBT22-SpCrTule-0560	OtsPBT22-SpCrTule-0438	Spring_Creek	2022	0.004016	0.003000	17.873296	0.976494	0.976494	C_Se_Se	472	459	0	214	214	214	214	1	0	0	0	0	0	---
JSOES_May2024	90839-619	OtsPBT22-SpCrTule-2631	OtsPBT22-SpCrTule-2308	Spring_Creek	2022	0.558759	0.974000	8.275993	0.002813	0.449972	C_U_U	271	272	0	59	59	59	59	2	0	0	0	1	3	Ots_110551-64,Ots_pop5-96,Ots_TGFB
JSOES_May2024	90839-621	OtsAC22NSNT_0151	OtsAC22NSNT_0264	Minto	2022	0.014139	0.013000	16.124999	0.878511	0.878511	C_Se_Se	183	157	0	2	2	2	2	2	0	0	0	0	0	---
JSOES_May2024	90839-622	OtsAC22NSNT_0074	OtsAC22NSNT_0327	Minto	2022	0.521259	0.896000	-0.504262	0.000000	0.841077	C_U_U	168	119	1	2	2	2	2	1	0	1	1	2	4	Ots_108820-336,Ots_ntl-255,Ots_RAG3,Ots_TGFB
JSOES_May2024	90839-623	OtsAC22NSNT_1410	OtsAC22NSNT_1372	Minto	2022	0.572072	0.869000	5.401896	0.000159	0.763231	C_U_Se	201	157	0	16	16	16	16	0	5	0	2	0	4	Ots_118938-325,Ots_94903-99R,Ots_OTALDBINT1-SNP1,Ots_RAG3
JSOES_May2024	90839-625	OtsPBT22-LWSFa-4673	OtsPBT22-LWSFa-4816	Little_White_Salmon_fa	2022	0.000492	0.001000	19.305917	0.994287	0.994287	C_Se_Se	376	404	2	71	71	71	71	2	0	2	0	0	0	---
JSOES_May2024	90839-628	---	---	---	---	---	---	---	---	---	---	77	44	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-629	OtsPBT22-COW-IMSp-0504	OtsPBT22-COW-IMSp-0170	Cowlitz	2022	1.487745	0.944000	-0.749333	0.000000	0.631228	C_U_U	469	457	0	2	2	2	2	0	10	2	2	0	4	Ots_NOD1,Ots_P53,Ots_Thio,Ots_unk526
JSOES_May2024	90839-630	OtsLYON22S_1_0561	OtsLYON22S_1_5041	Lyons_Ferry_fa	2022	0.000110	0.014000	17.751327	0.973525	0.973525	C_Se_Se	917	1180	1	19	19	19	19	1	1	0	0	0	0	---
JSOES_May2024	90839-631	OtsAC22NSNT_0545	OtsAC22NSNT_1106	Minto	2022	0.351835	0.436000	9.997965	0.015541	0.688030	C_U_Se	420	352	0	132	132	132	132	0	4	0	1	0	1	Ots_vatf-251
JSOES_May2024	90839-632	OtsPBT22-BonnTule-1048	OtsPBT22-BonnTule-0250	Bonneville	2022	0.009407	0.025000	16.860268	0.937829	0.937829	C_Se_Se	719	650	0	342	342	342	342	2	0	0	0	0	0	---
JSOES_May2024	90839-633	OtsPBT22-BonnTule-0902	OtsPBT22-BonnTule-0099	Bonneville	2022	0.000000	0.000000	19.233795	0.993863	0.993863	C_Se_Se	632	604	0	7	7	7	7	0	0	2	0	0	0	---
JSOES_May2024	90839-634	OtsPBT22-SpCrTule-7023	OtsPBT22-SpCrTule-7233	Spring_Creek	2022	0.009035	0.009000	17.614572	0.969763	0.969763	C_Se_Se	1062	1031	0	27	27	27	27	4	1	0	0	0	0	---
JSOES_May2024	90839-635	OtsPBT22-SpCrTule-1123	OtsPBT22-SpCrTule-0918	Spring_Creek	2022	0.481886	1.000000	3.276991	0.000019	0.523495	C_U_U	675	641	0	18	18	18	18	2	4	10	1	0	4	Ots_101704-143,Ots_129458-451,Ots_GDH-81x,Ots_ppie-245
JSOES_May2024	90839-636	OtsPBT22-SpCrTule-3845	OtsPBT22-SpCrTule-3739	Spring_Creek	2022	0.514361	0.982000	4.064888	0.000042	0.879404	C_U_Se	781	778	0	7	7	7	7	1	9	0	2	0	3	Ots_110689-218,Ots_94903-99R,Ots_CirpA
JSOES_May2024	90839-637	OtsPBT22-SpCrTule-2728	OtsPBT22-SpCrTule-2396	Spring_Creek	2022	0.401572	0.600000	10.605932	0.028177	0.313717	C_Se_U	211	216	0	20	20	20	20	2	5	0	0	1	3	Ots_101554-407,Ots_GPH-318,Ots_mapKpr-151
JSOES_May2024	90839-639	OtsPBT22-SpCrTule-3463	OtsPBT22-SpCrTule-UNK2	Spring_Creek	2022	0.020388	0.022000	16.230687	0.889348	0.889348	C_Se_Se	143	100	0	4	4	4	4	1	0	0	0	1	1	Ots_105407-117
JSOES_May2024	90839-640	---	---	---	---	---	---	---	---	---	---	136	130	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-641	---	---	---	---	---	---	---	---	---	---	122	79	0	0	0	0	0	2	---	---	---	---	---	---
